event_id,timestamp,repo_type,module_name,change_type,component_type,function_category,lines_changed,files_changed,dependency_depth,shared_component,historical_failure_count,historical_change_frequency,days_since_last_failure,test_coverage_level,tests_impacted,failure_occurred,failure_severity
EVT-772401F9,2024-03-30T10:09:14Z,monolith,WalletService,UI_CHANGE,UI,payment,418,10,1,False,11,4,292,high,44,0,none
EVT-60D8ADF7,2024-03-30T05:44:26Z,monolith,DashboardService,API_CHANGE,API,analytics,76,2,1,True,11,11,353,medium,23,0,none
EVT-37EEDEC2,2024-03-30T06:20:15Z,monolith,SharedLibrary,UI_CHANGE,UI,misc,366,7,5,False,11,4,162,low,77,0,none
EVT-5AC5C396,2024-03-30T04:51:59Z,microservices,DataExporter,SERVICE_LOGIC_CHANGE,SERVICE,profile,52,1,2,False,11,8,304,high,181,0,none
EVT-97A4ABCE,2024-03-30T18:30:02Z,monolith,SubscriptionManager,SERVICE_LOGIC_CHANGE,SERVICE,payment,54,1,3,True,11,6,77,high,79,1,high
EVT-F74A827D,2024-03-30T01:10:51Z,monolith,IndexManager,SERVICE_LOGIC_CHANGE,SERVICE,search,210,6,6,False,11,3,27,medium,111,0,none
EVT-566C637F,2024-03-30T06:30:32Z,microservices,AdminConsole,SERVICE_LOGIC_CHANGE,SERVICE,admin,411,12,1,False,283,7,91,medium,12,1,low
EVT-4C6B26FA,2024-03-31T23:22:23Z,microservices,ProfileValidator,SERVICE_LOGIC_CHANGE,API,profile,48,1,0,False,11,11,239,high,52,0,none
EVT-3D09280B,2024-03-31T20:36:18Z,monolith,SubscriptionManager,API_CHANGE,API,payment,69,1,5,True,11,10,360,high,73,0,none
EVT-4223D9BD,2024-03-31T08:45:15Z,microservices,AuthService,API_CHANGE,API,auth,211,2,0,True,284,5,348,medium,19,1,medium
EVT-DDFE5AA5,2024-03-31T15:07:33Z,monolith,CommonUtils,CONFIG_CHANGE,SERVICE,misc,44,1,3,False,11,4,137,high,68,0,none
EVT-9B49AE71,2024-03-31T17:44:11Z,microservices,ProfileService,UI_CHANGE,UI,profile,14,1,1,True,11,7,225,medium,19,1,medium
EVT-0C6A8D7E,2024-03-31T20:20:07Z,microservices,AuthService,UI_CHANGE,UI,auth,29,1,1,False,11,11,28,medium,35,0,none
EVT-C2205F39,2024-03-31T20:43:59Z,microservices,WalletService,SERVICE_LOGIC_CHANGE,API,payment,50,3,4,True,11,7,106,medium,71,0,none
EVT-89F6F87D,2024-04-01T10:39:53Z,microservices,PayoutController,SERVICE_LOGIC_CHANGE,SERVICE,payment,21,1,2,True,11,3,305,high,203,0,none
EVT-8ABE81A9,2024-04-01T22:11:58Z,microservices,OAuthProvider,UI_CHANGE,UI,auth,12,1,4,True,11,3,215,medium,217,0,none
EVT-F24256BB,2024-04-01T15:08:16Z,microservices,DataExporter,API_CHANGE,API,profile,58,3,3,False,11,5,236,high,51,0,none
EVT-12A698CB,2024-04-01T12:18:28Z,monolith,CommonUtils,CONFIG_CHANGE,API,misc,513,14,2,True,11,3,138,high,25,0,none
EVT-10330F7D,2024-04-01T18:23:42Z,monolith,CoreModule,API_CHANGE,API,misc,23,1,9,True,11,3,192,low,14,1,high
EVT-B086CC71,2024-04-01T02:01:54Z,monolith,CoreModule,SERVICE_LOGIC_CHANGE,API,misc,50,2,8,True,11,3,269,low,2,0,none
EVT-98A8DD9B,2024-04-01T11:44:29Z,microservices,EventTracker,UI_CHANGE,UI,analytics,10,1,1,False,288,3,240,high,24,0,none
EVT-4A9C1F36,2024-04-02T13:04:08Z,monolith,TokenManager,UI_CHANGE,UI,auth,15,1,6,True,287,3,152,high,58,0,none
EVT-A92A06CE,2024-04-02T09:32:27Z,microservices,GenericHandler,API_CHANGE,API,misc,74,1,0,True,11,6,351,high,51,0,none
EVT-F6E2C597,2024-04-02T07:13:40Z,monolith,MaintenanceHandler,UI_CHANGE,UI,admin,27,1,2,False,11,4,139,high,20,0,none
EVT-AE6C0EAD,2024-04-02T02:50:13Z,monolith,SharedLibrary,UI_CHANGE,UI,misc,7,1,2,True,289,7,186,low,15,1,low
EVT-7E632296,2024-04-02T01:50:35Z,microservices,WalletService,API_CHANGE,API,payment,440,11,4,False,11,7,129,high,125,0,none
EVT-D548D318,2024-04-02T13:55:20Z,monolith,BillingService,UI_CHANGE,UI,payment,380,8,3,False,11,6,16,low,7,0,none
EVT-03D9E09E,2024-04-03T08:29:45Z,monolith,SystemMonitor,API_CHANGE,API,admin,21,1,6,True,11,10,300,medium,31,1,low
EVT-429E3A34,2024-04-03T14:53:45Z,monolith,HelperFunctions,API_CHANGE,API,misc,31,1,9,True,291,10,49,medium,30,1,low
EVT-792E0098,2024-04-03T18:19:04Z,microservices,TokenManager,SERVICE_LOGIC_CHANGE,API,auth,65,1,4,False,11,7,261,high,23,0,none
EVT-09E71623,2024-04-03T06:32:36Z,monolith,DataAggregator,SERVICE_LOGIC_CHANGE,SERVICE,analytics,216,7,5,False,11,6,292,high,180,0,none
EVT-769BA11B,2024-04-03T19:44:38Z,monolith,SupportService,API_CHANGE,API,misc,68,1,1,True,11,9,359,low,2,0,none
EVT-251E6732,2024-04-03T23:14:15Z,monolith,RefundHandler,UI_CHANGE,UI,payment,2250,47,4,True,291,9,162,high,117,0,none
EVT-8837B241,2024-04-03T22:23:14Z,microservices,NotificationPrefs,SERVICE_LOGIC_CHANGE,SERVICE,profile,32,1,4,False,11,5,172,low,14,1,medium
EVT-ADB0F6AB,2024-04-04T04:30:38Z,monolith,DataAggregator,SERVICE_LOGIC_CHANGE,SERVICE,analytics,25,1,2,True,11,3,290,medium,34,0,none
EVT-5EEA2D7F,2024-04-04T22:43:13Z,microservices,ProfileValidator,SERVICE_LOGIC_CHANGE,API,profile,19,1,2,False,11,6,225,medium,12,0,none
EVT-CB5FE5A8,2024-04-04T05:19:32Z,monolith,SystemMonitor,SERVICE_LOGIC_CHANGE,SERVICE,admin,390,7,6,True,11,10,358,medium,122,1,low
EVT-8EC045E9,2024-04-04T05:09:20Z,monolith,UserAuthenticator,SERVICE_LOGIC_CHANGE,SERVICE,auth,10,1,1,True,11,4,204,medium,23,0,none
EVT-8AF7FAD9,2024-04-04T00:00:14Z,monolith,TokenManager,API_CHANGE,API,auth,299,14,3,False,11,7,68,medium,35,0,none
EVT-179A08F5,2024-04-04T12:32:22Z,monolith,SubscriptionManager,SERVICE_LOGIC_CHANGE,SERVICE,payment,72,1,3,True,11,8,22,medium,30,0,none
EVT-3AE82C0E,2024-04-04T20:38:43Z,microservices,PermissionValidator,SERVICE_LOGIC_CHANGE,SERVICE,auth,433,19,1,True,11,3,211,medium,40,0,none
EVT-4517B7A0,2024-04-05T08:00:13Z,monolith,PaymentGateway,API_CHANGE,API,payment,49,1,5,True,11,4,349,low,11,0,none
EVT-F4D10335,2024-04-05T18:55:45Z,microservices,AuditLogger,SERVICE_LOGIC_CHANGE,SERVICE,admin,254,4,1,False,11,3,277,high,144,0,none
EVT-4B175FC5,2024-04-05T22:48:00Z,microservices,TokenManager,UI_CHANGE,UI,auth,484,21,2,True,11,4,76,medium,31,0,none
EVT-BF5E6B0A,2024-04-05T06:45:09Z,microservices,FacetProcessor,API_CHANGE,API,search,66,1,2,False,11,8,351,medium,118,1,low
EVT-804A7CC6,2024-04-05T18:13:27Z,monolith,AvatarHandler,API_CHANGE,API,profile,9,1,5,False,11,6,280,high,53,0,none
EVT-82DF62D8,2024-04-05T22:22:22Z,microservices,MetricsCollector,API_CHANGE,API,analytics,24,1,2,False,11,3,328,medium,40,1,medium
EVT-D3AFB69A,2024-04-05T22:24:20Z,monolith,UserPreferences,UI_CHANGE,UI,profile,99,2,2,False,11,4,241,high,206,0,none
EVT-95AD52E3,2024-04-06T22:43:10Z,monolith,UserAuthenticator,SERVICE_LOGIC_CHANGE,API,auth,67,1,6,True,11,9,235,high,51,0,none
EVT-5B5FEB50,2024-04-06T16:14:46Z,monolith,TransactionProcessor,UI_CHANGE,UI,payment,10,1,9,True,11,11,21,low,15,0,none
EVT-15B460C9,2024-04-06T17:34:17Z,microservices,QueryOptimizer,API_CHANGE,API,search,121,2,5,False,11,11,164,high,57,0,none
EVT-7E83F32D,2024-04-06T07:00:13Z,microservices,RoleController,UI_CHANGE,UI,admin,89,1,3,False,11,5,77,medium,28,0,none
EVT-59326386,2024-04-06T10:57:32Z,monolith,OAuthProvider,CONFIG_CHANGE,SERVICE,auth,53,1,9,True,11,7,291,low,5,0,none
EVT-A808E0E5,2024-04-06T02:29:19Z,microservices,UtilityService,API_CHANGE,API,misc,377,9,7,True,11,10,283,low,7,0,none
EVT-7279500A,2024-04-06T11:49:02Z,monolith,UserPreferences,SERVICE_LOGIC_CHANGE,SERVICE,profile,89,3,3,False,11,7,348,low,10,1,low
EVT-07C11476,2024-04-07T17:45:34Z,microservices,InvoiceGenerator,SERVICE_LOGIC_CHANGE,API,payment,484,7,0,False,11,11,242,low,13,1,medium
EVT-F7E4029F,2024-04-07T03:23:24Z,microservices,SystemMonitor,CONFIG_CHANGE,API,admin,108,4,4,False,11,10,134,medium,39,1,low
EVT-77FC3E43,2024-04-07T05:56:40Z,monolith,QueryOptimizer,UI_CHANGE,UI,search,478,6,5,False,311,10,354,medium,40,0,none
EVT-A74D1864,2024-04-07T18:30:28Z,monolith,PermissionValidator,API_CHANGE,API,auth,34,1,1,False,11,5,84,high,48,1,low
EVT-27CCF07B,2024-04-07T01:42:15Z,microservices,ReportGenerator,API_CHANGE,API,analytics,233,3,4,True,309,7,307,medium,15,0,none
EVT-169BCBE7,2024-04-07T00:05:04Z,monolith,HelperFunctions,API_CHANGE,API,misc,96,1,4,True,11,9,71,high,76,1,medium
EVT-A1489598,2024-04-07T03:09:46Z,microservices,HelperFunctions,SERVICE_LOGIC_CHANGE,SERVICE,misc,10,1,2,True,11,12,341,high,33,0,none
EVT-7C7E350E,2024-04-08T14:01:08Z,microservices,PermissionValidator,SERVICE_LOGIC_CHANGE,SERVICE,auth,69,1,2,True,11,6,52,medium,167,1,medium
EVT-9F3BC887,2024-04-08T02:21:17Z,microservices,PaymentGateway,API_CHANGE,API,payment,170,11,0,False,11,5,184,high,99,0,none
EVT-C8342463,2024-04-08T21:13:38Z,microservices,GenericHandler,API_CHANGE,API,misc,56,1,2,False,311,4,104,low,2,0,none
EVT-BA1AF952,2024-04-08T11:05:11Z,monolith,ReportGenerator,CONFIG_CHANGE,SERVICE,analytics,91,1,3,False,11,12,218,medium,10,1,medium
EVT-267A4204,2024-04-08T12:17:44Z,monolith,UtilityService,SERVICE_LOGIC_CHANGE,API,misc,47,1,9,False,11,9,310,medium,12,0,none
EVT-0848EB7E,2024-04-08T09:14:22Z,microservices,SupportService,SERVICE_LOGIC_CHANGE,API,misc,37,1,2,True,11,5,241,medium,118,0,none
EVT-C0A45AA1,2024-04-08T08:46:09Z,monolith,CoreModule,SERVICE_LOGIC_CHANGE,SERVICE,misc,27,1,2,False,11,10,247,low,12,0,none
EVT-EBA8FA95,2024-04-09T00:36:42Z,microservices,HelperFunctions,SERVICE_LOGIC_CHANGE,SERVICE,misc,5,1,2,True,11,5,81,high,61,0,none
EVT-86C666B3,2024-04-09T16:02:51Z,monolith,PaymentGateway,API_CHANGE,API,payment,83,1,1,False,11,4,45,high,25,1,high
EVT-F216C8CD,2024-04-09T14:50:58Z,monolith,SubscriptionManager,UI_CHANGE,UI,payment,11,1,3,True,11,7,143,medium,55,0,none
EVT-3A36C44C,2024-04-09T22:13:42Z,microservices,CoreModule,SERVICE_LOGIC_CHANGE,SERVICE,misc,27,1,6,True,11,4,282,medium,40,0,none
EVT-5F26EA90,2024-04-09T20:02:21Z,microservices,QueryOptimizer,API_CHANGE,API,search,300,3,2,False,11,6,91,low,21,0,none
EVT-C8D52C12,2024-04-09T04:08:27Z,monolith,RefundHandler,SERVICE_LOGIC_CHANGE,SERVICE,payment,74,2,5,True,11,12,213,high,35,0,none
EVT-C0E59575,2024-04-10T09:16:47Z,microservices,TokenManager,UI_CHANGE,UI,auth,6,1,1,False,11,4,55,medium,9,0,none
EVT-8353ADF8,2024-04-10T12:22:29Z,microservices,TransactionProcessor,SERVICE_LOGIC_CHANGE,API,payment,104,1,2,True,11,12,273,low,68,1,medium
EVT-00F0D522,2024-04-10T20:09:32Z,monolith,QueryOptimizer,API_CHANGE,API,search,78,1,6,False,11,6,320,high,31,0,none
EVT-3C9CD5BA,2024-04-10T02:00:10Z,monolith,SharedLibrary,CONFIG_CHANGE,API,misc,96,2,4,True,11,6,253,medium,246,0,none
EVT-29FF8DB4,2024-04-10T22:44:27Z,monolith,UtilityService,SERVICE_LOGIC_CHANGE,SERVICE,misc,54,1,10,True,11,5,117,low,14,1,high
EVT-4CA7613D,2024-04-10T07:38:53Z,microservices,PrivacyController,API_CHANGE,API,profile,8,1,2,False,11,8,259,low,83,1,low
EVT-3ABCFC7E,2024-04-10T02:02:59Z,monolith,GenericHandler,API_CHANGE,API,misc,8,1,5,True,11,10,33,low,12,0,none
EVT-8F72C6A2,2024-04-11T14:44:52Z,monolith,CredentialStore,API_CHANGE,API,auth,105,1,7,True,11,9,310,high,36,0,none
EVT-4DAC9301,2024-04-11T16:21:58Z,monolith,CoreModule,SERVICE_LOGIC_CHANGE,API,misc,45,1,1,False,11,7,37,low,43,0,none
EVT-B0EBD28E,2024-04-11T10:47:59Z,monolith,QueryOptimizer,SERVICE_LOGIC_CHANGE,SERVICE,search,48,1,3,False,11,12,242,medium,128,0,none
EVT-C54FAB18,2024-04-11T02:17:30Z,microservices,EventTracker,API_CHANGE,API,analytics,17,1,4,True,11,6,216,medium,30,1,medium
EVT-36A9C537,2024-04-11T07:33:29Z,microservices,DataAggregator,UI_CHANGE,UI,analytics,34,1,2,False,11,11,221,medium,36,0,none
EVT-7A83B59B,2024-04-11T20:04:41Z,monolith,ReportGenerator,UI_CHANGE,UI,analytics,432,6,1,False,11,9,303,medium,206,0,none
EVT-D6AEE0CF,2024-04-11T13:25:38Z,monolith,AvatarHandler,SERVICE_LOGIC_CHANGE,API,profile,50,1,3,False,11,6,239,medium,27,0,none
EVT-BF5170E5,2024-04-12T11:24:55Z,microservices,TransactionProcessor,SERVICE_LOGIC_CHANGE,API,payment,60,2,2,True,11,8,319,medium,235,1,medium
EVT-03002616,2024-04-12T17:52:43Z,monolith,SupportService,UI_CHANGE,UI,misc,66,1,6,False,12,8,328,high,40,0,none
EVT-9588B7AA,2024-04-12T18:05:13Z,monolith,AdminConsole,API_CHANGE,API,admin,84,1,4,True,321,9,301,high,176,0,none
EVT-1E2064BF,2024-04-12T05:58:51Z,monolith,SubscriptionManager,UI_CHANGE,UI,payment,29,1,6,True,12,9,142,high,78,0,none
EVT-A758A070,2024-04-12T12:42:16Z,monolith,WalletService,SERVICE_LOGIC_CHANGE,API,payment,73,4,2,False,12,8,65,high,62,0,none
EVT-2F6DE9B1,2024-04-12T15:31:15Z,microservices,LoginHandler,SERVICE_LOGIC_CHANGE,API,auth,9,1,4,True,323,11,44,low,8,0,none
EVT-52857549,2024-04-12T11:27:18Z,microservices,PaymentGateway,SERVICE_LOGIC_CHANGE,API,payment,33,1,4,False,12,10,55,medium,7,0,none
EVT-FE340EF2,2024-04-13T21:40:52Z,microservices,TransactionProcessor,API_CHANGE,API,payment,97,2,2,True,12,7,86,medium,93,0,none
EVT-CB822EB5,2024-04-13T18:05:58Z,monolith,TransactionProcessor,SERVICE_LOGIC_CHANGE,API,payment,93,2,1,False,12,11,216,low,0,0,none
EVT-1C918064,2024-04-13T00:06:44Z,microservices,SessionController,SERVICE_LOGIC_CHANGE,API,auth,5,1,0,False,12,6,344,medium,9,0,none
EVT-CF97C7F9,2024-04-13T05:49:35Z,microservices,BillingService,API_CHANGE,API,payment,84,1,0,True,12,12,83,low,15,1,medium
EVT-54EC9195,2024-04-13T13:00:11Z,microservices,ConfigManager,API_CHANGE,API,admin,62,2,1,False,326,9,223,low,11,0,none
EVT-799BF46A,2024-04-13T03:33:25Z,monolith,SupportService,API_CHANGE,API,misc,429,6,1,False,12,11,60,high,27,0,none
EVT-E7E2F0B8,2024-04-13T10:32:06Z,monolith,UserPreferences,SERVICE_LOGIC_CHANGE,API,profile,59,1,3,False,326,6,309,low,24,0,none
EVT-C9FDEF77,2024-04-14T09:34:02Z,monolith,AutocompleteHandler,API_CHANGE,API,search,241,4,8,False,325,9,79,low,50,1,low
EVT-9F673A10,2024-04-14T11:18:40Z,microservices,RankingAlgorithm,API_CHANGE,API,search,94,1,2,True,326,5,278,low,40,0,none
EVT-67E442EA,2024-04-14T13:26:11Z,monolith,AuditLogger,API_CHANGE,API,admin,51,1,1,False,12,7,262,low,49,1,medium
EVT-16081E83,2024-04-14T12:53:33Z,microservices,TransactionProcessor,SERVICE_LOGIC_CHANGE,SERVICE,payment,64,1,5,True,12,5,59,high,35,1,low
EVT-75DA38F7,2024-04-14T00:04:02Z,monolith,AvatarHandler,UI_CHANGE,UI,profile,97,3,10,False,12,6,78,medium,29,1,low
EVT-EA97FAAF,2024-04-14T14:20:06Z,monolith,SharedLibrary,CONFIG_CHANGE,SERVICE,misc,357,15,3,True,12,8,301,high,193,0,none
EVT-478AC007,2024-04-14T12:38:24Z,monolith,OAuthProvider,API_CHANGE,API,auth,24,1,3,True,12,11,221,high,39,1,medium
EVT-301C8231,2024-04-15T15:44:10Z,microservices,SupportService,CONFIG_CHANGE,SERVICE,misc,20,1,2,False,12,10,169,low,14,0,none
EVT-6BEA4915,2024-04-15T18:20:04Z,monolith,UserPreferences,SERVICE_LOGIC_CHANGE,SERVICE,profile,45,1,4,False,12,11,33,high,271,0,none
EVT-2DB924B2,2024-04-15T13:15:29Z,monolith,SubscriptionManager,SERVICE_LOGIC_CHANGE,SERVICE,payment,51,1,1,True,12,12,109,medium,12,0,none
EVT-00BD287B,2024-04-15T04:00:55Z,microservices,BaseController,API_CHANGE,API,misc,39,1,2,False,12,6,113,medium,201,0,none
EVT-E88646E3,2024-04-15T20:36:49Z,microservices,MaintenanceHandler,SERVICE_LOGIC_CHANGE,SERVICE,admin,67,1,2,False,12,11,86,medium,12,1,medium
EVT-97677C6D,2024-04-15T21:51:49Z,monolith,AuthService,CONFIG_CHANGE,API,auth,90,1,5,False,12,10,161,low,14,1,medium
EVT-F20C1EE7,2024-04-15T23:35:33Z,microservices,IndexManager,CONFIG_CHANGE,API,search,337,4,3,False,12,10,186,low,2,1,medium
EVT-550248DD,2024-04-16T22:18:37Z,microservices,FilterService,API_CHANGE,API,search,7,1,2,False,12,11,34,medium,193,0,none
EVT-BF1B4A1B,2024-04-16T17:10:03Z,microservices,UserPreferences,API_CHANGE,API,profile,5,1,1,False,12,11,353,medium,35,0,none
EVT-E9B9B49D,2024-04-16T01:15:18Z,monolith,AuthService,SERVICE_LOGIC_CHANGE,API,auth,615,10,2,False,12,11,223,high,131,0,none
EVT-BCC7CD9C,2024-04-16T16:52:00Z,microservices,InsightsProcessor,UI_CHANGE,UI,analytics,342,8,0,True,12,8,146,low,14,0,none
EVT-3A9A6FEB,2024-04-16T08:20:58Z,monolith,WalletService,SERVICE_LOGIC_CHANGE,API,payment,48,1,3,True,12,7,297,medium,28,0,none
EVT-A869487A,2024-04-16T16:40:21Z,monolith,LoginHandler,SERVICE_LOGIC_CHANGE,API,auth,330,7,1,True,12,4,260,low,2,0,none
EVT-EE499B86,2024-04-17T15:18:39Z,microservices,SystemMonitor,UI_CHANGE,UI,admin,84,1,2,False,12,5,336,medium,42,0,none
EVT-EE2219C9,2024-04-17T18:42:53Z,monolith,PayoutController,SERVICE_LOGIC_CHANGE,SERVICE,payment,140,2,1,True,12,9,64,low,13,0,none
EVT-C597C4D1,2024-04-17T02:35:32Z,monolith,NotificationPrefs,UI_CHANGE,UI,profile,177,3,10,False,339,4,116,medium,239,0,none
EVT-5C7F8CB2,2024-04-17T09:34:01Z,monolith,MetricsCollector,SERVICE_LOGIC_CHANGE,API,analytics,46,1,7,False,12,6,308,medium,74,0,none
EVT-D0CE453C,2024-04-17T15:12:36Z,microservices,WalletService,CONFIG_CHANGE,SERVICE,payment,1168,23,0,True,12,5,266,low,15,1,medium
EVT-7E57F712,2024-04-17T22:59:32Z,monolith,PermissionValidator,SERVICE_LOGIC_CHANGE,API,auth,85,1,6,False,12,8,119,medium,86,1,medium
EVT-4FEC419E,2024-04-17T18:20:56Z,monolith,CoreModule,API_CHANGE,API,misc,12,1,3,True,341,6,303,low,0,1,low
EVT-62DF4BC7,2024-04-18T23:15:24Z,microservices,WalletService,UI_CHANGE,UI,payment,75,1,2,True,12,10,297,medium,19,0,none
EVT-AAEE2830,2024-04-18T12:26:11Z,microservices,GenericHandler,CONFIG_CHANGE,SERVICE,misc,83,5,2,False,12,5,243,low,0,1,medium
EVT-EE2FEC81,2024-04-18T09:30:14Z,microservices,LoginHandler,UI_CHANGE,UI,auth,177,5,1,True,344,8,68,medium,18,0,none
EVT-24BB2D23,2024-04-18T06:35:34Z,monolith,PrivacyController,SERVICE_LOGIC_CHANGE,SERVICE,profile,33,1,2,True,346,9,284,medium,52,0,none
EVT-CABBC54F,2024-04-18T12:01:17Z,microservices,SearchEngine,SERVICE_LOGIC_CHANGE,API,search,320,6,1,False,12,8,116,low,9,0,none
EVT-F767E8AF,2024-04-18T19:44:20Z,monolith,AnalyticsEngine,SERVICE_LOGIC_CHANGE,SERVICE,analytics,374,5,5,False,12,8,103,low,14,0,none
EVT-8A8B46A0,2024-04-18T01:17:09Z,monolith,CacheManager,UI_CHANGE,UI,search,355,17,2,False,12,9,34,high,118,1,low
EVT-FB37319B,2024-04-19T01:44:01Z,monolith,FilterService,SERVICE_LOGIC_CHANGE,SERVICE,search,56,1,6,False,12,11,280,high,77,1,medium
EVT-64F9F342,2024-04-19T18:36:34Z,microservices,TrendAnalyzer,SERVICE_LOGIC_CHANGE,API,analytics,93,2,2,True,12,7,26,medium,22,0,none
EVT-35A0683A,2024-04-19T06:07:36Z,monolith,LoginHandler,SERVICE_LOGIC_CHANGE,API,auth,307,10,4,False,12,6,34,high,363,0,none
EVT-9B7B46EB,2024-04-19T04:51:22Z,microservices,BaseController,SERVICE_LOGIC_CHANGE,SERVICE,misc,399,14,2,False,12,8,123,high,33,1,medium
EVT-C5757BD0,2024-04-19T01:58:18Z,monolith,MaintenanceHandler,SERVICE_LOGIC_CHANGE,API,admin,367,7,3,True,12,10,80,medium,25,0,none
EVT-0F17EF72,2024-04-19T01:58:49Z,microservices,HelperFunctions,UI_CHANGE,UI,misc,19,1,1,True,351,11,336,medium,32,0,none
EVT-DDD94500,2024-04-19T18:35:19Z,microservices,WalletService,API_CHANGE,API,payment,259,14,5,False,12,4,245,medium,11,0,none
EVT-4E4DD584,2024-04-20T11:18:33Z,microservices,HelperFunctions,API_CHANGE,API,misc,45,3,1,True,12,7,327,high,189,0,none
EVT-E50E718C,2024-04-20T10:44:14Z,monolith,AuthService,CONFIG_CHANGE,SERVICE,auth,59,1,1,False,351,10,190,medium,38,1,medium
EVT-EC7EB72B,2024-04-20T19:59:56Z,monolith,FeatureFlagService,API_CHANGE,API,admin,32,1,6,False,12,7,337,medium,91,0,none
EVT-F3643292,2024-04-20T06:04:14Z,monolith,QueryOptimizer,API_CHANGE,API,search,27,1,9,False,12,12,316,low,15,0,none
EVT-FBA85918,2024-04-20T02:27:13Z,microservices,CredentialStore,API_CHANGE,API,auth,232,4,1,False,12,8,125,high,30,0,none
EVT-97CCA93C,2024-04-20T00:27:55Z,monolith,UtilityService,API_CHANGE,API,misc,89,5,7,True,12,8,36,low,1,0,none
EVT-3BC84355,2024-04-20T04:36:51Z,microservices,UserAuthenticator,SERVICE_LOGIC_CHANGE,SERVICE,auth,60,1,1,False,12,10,272,high,21,0,none
EVT-B74978EB,2024-04-21T13:15:37Z,microservices,WalletService,UI_CHANGE,UI,payment,29,1,4,True,12,4,39,high,105,0,none
EVT-A1F0554B,2024-04-21T10:10:57Z,microservices,InsightsProcessor,CONFIG_CHANGE,SERVICE,analytics,66,1,4,False,12,11,289,low,1,0,none
EVT-71D6E5FC,2024-04-21T12:31:10Z,monolith,PermissionValidator,SERVICE_LOGIC_CHANGE,API,auth,61,2,1,False,12,7,204,medium,64,0,none
EVT-86DFB06F,2024-04-21T00:56:49Z,monolith,CoreModule,CONFIG_CHANGE,SERVICE,misc,84,1,3,True,12,10,318,medium,7,0,none
EVT-956386FE,2024-04-21T23:39:40Z,monolith,SubscriptionManager,API_CHANGE,API,payment,69,1,3,True,12,12,344,high,237,1,medium
EVT-14A37181,2024-04-21T07:07:45Z,microservices,SearchEngine,API_CHANGE,API,search,82,3,0,True,12,6,212,low,10,1,medium
EVT-C179FE40,2024-04-21T17:50:04Z,monolith,DashboardService,SERVICE_LOGIC_CHANGE,API,analytics,1561,31,7,False,12,12,212,low,3,0,none
EVT-F757B58A,2024-04-22T11:18:25Z,microservices,DataExporter,SERVICE_LOGIC_CHANGE,SERVICE,profile,335,4,2,True,12,5,306,medium,120,0,none
EVT-C24DDDF5,2024-04-22T03:32:00Z,monolith,QueryOptimizer,CONFIG_CHANGE,SERVICE,search,333,4,1,False,12,4,223,high,105,0,none
EVT-7FD01023,2024-04-22T17:30:27Z,monolith,PrivacyController,UI_CHANGE,UI,profile,53,1,4,True,360,8,301,medium,23,0,none
EVT-DF8BDDA2,2024-04-22T01:50:16Z,monolith,QueryOptimizer,SERVICE_LOGIC_CHANGE,SERVICE,search,71,3,2,False,12,11,69,high,118,0,none
EVT-FFD8D90B,2024-04-22T02:55:35Z,microservices,RankingAlgorithm,SERVICE_LOGIC_CHANGE,API,search,8,1,1,False,359,5,170,medium,162,0,none
EVT-0FC31B7A,2024-04-22T10:09:36Z,microservices,AuthService,API_CHANGE,API,auth,21,1,2,False,12,9,233,high,130,0,none
EVT-9CD17E16,2024-04-23T11:40:40Z,monolith,AuthService,CONFIG_CHANGE,API,auth,83,1,2,True,12,11,50,medium,30,1,low
EVT-D2D335A5,2024-04-23T20:18:59Z,microservices,WalletService,SERVICE_LOGIC_CHANGE,API,payment,15,1,2,True,12,10,144,low,14,0,none
EVT-217BB55B,2024-04-23T12:23:39Z,microservices,UserPreferences,API_CHANGE,API,profile,29,1,2,True,12,7,68,medium,17,1,low
EVT-D0876448,2024-04-23T23:11:51Z,microservices,ReportGenerator,CONFIG_CHANGE,API,analytics,54,1,3,False,12,6,302,low,10,1,medium
EVT-87FF58CC,2024-04-23T07:48:05Z,microservices,HelperFunctions,UI_CHANGE,UI,misc,90,1,3,True,12,4,349,high,45,0,none
EVT-5E231528,2024-04-23T10:15:19Z,microservices,OAuthProvider,UI_CHANGE,UI,auth,26,1,0,True,12,11,210,low,8,0,none
EVT-EFCF91ED,2024-04-23T10:30:40Z,monolith,AvatarHandler,SERVICE_LOGIC_CHANGE,API,profile,58,1,3,True,366,12,61,high,69,0,none
EVT-429D594C,2024-04-24T01:08:21Z,monolith,NotificationPrefs,CONFIG_CHANGE,SERVICE,profile,266,5,3,True,365,11,275,medium,23,0,none
EVT-345D1EA0,2024-04-24T03:58:43Z,microservices,UserPreferences,UI_CHANGE,UI,profile,32,1,0,True,12,12,214,medium,18,0,none
EVT-24AACC93,2024-04-24T14:19:07Z,microservices,InsightsProcessor,SERVICE_LOGIC_CHANGE,API,analytics,10,1,1,False,12,6,175,low,10,0,none
EVT-DF7FF47B,2024-04-24T22:18:23Z,microservices,CredentialStore,SERVICE_LOGIC_CHANGE,API,auth,66,1,4,False,12,9,253,medium,13,0,none
EVT-C9A57300,2024-04-24T19:28:11Z,microservices,SubscriptionManager,API_CHANGE,API,payment,42,1,1,False,12,11,95,low,33,1,medium
EVT-EF1C0C3D,2024-04-24T05:38:00Z,monolith,SupportService,API_CHANGE,API,misc,17,1,2,True,12,9,295,low,15,0,none
